clean_message,label
q k dehshat gardi krwany waly he tm log hw tb tb krwaty hw tmhara kaam nh ban hya jese aps py quetta mai peshawar mai madrasay mai krwaya,Negative
ap mujy observe kryn abi,Neutral
mgr time or efforts sy hi hota sb,Neutral
bhai azad pmln k ye baat pmln k count me harr q show h,Negative
18 dcecmber 1971 ko state bank of pakistan ke governor bane,Neutral
ye 9 ka ha,Neutral
aasman mn,Neutral
manzoor pushtoon ko galia deny waly qom ki beti aafia sadiq ko reha karo,Negative
and han esa thori hota ky bs ky bad rishta kr ky bs shadi,Neutral
to meet hojaye,Neutral
just for change main ne apna naam bhi buffalo se burfee kerdiya hai aur picture bhi badal di hai ab khush,Positive
acha tareeka hai smjhanay ka,Positive
shanii bhaii sadqa deny ata h,Positive
benazir shah ur mehmal bhoot barri lfaffan hein saff nazar atta zulm pmln ur ppp pakistan ur awam k sath kia agr dekhna apny ghar ur mhally k bachon bhorry bemaar logon shakil py saff saboot k sath nazr atta,Negative
yeh molbba kuttey me bachs bhonk rha hea yet molbba beghairt has yet but alley krtooot mean shaamiil hea doctor shehzaaad no one be ghairat hea,Negative
yani ap chahty ha awam apna apna tp hit kry phr down jay,Neutral
pakistan hockey team ko chahiye k ab wo aaloo or choly bechy us men bhi un ko paisy mil jaein gy game khel kr awam ko q dhoka de rahy hein band karo ye drama bazi band karo,Negative
mehnat aur zahanat ne un ka rasta aasan kar deyatha,Positive
tab se ab tak shahrukh khan se zaiyd films meion kaam kar chuke hain jin ke mauzoaat mein action comedy romance sab he shamil hain,Neutral
5 baras tak inhe ne 6 films mein kaam kiya jis se in ke career mein istehkaam to paida hua lekin us waqt tak inho ne koi aesi film nahi kit hi jis ki karkardegi ki wajah se in ka shumar superstars mein kiya jata,Positive
autocad he sekho tum jab 3d seekh lo tw mujhe ghar pe invite kar lena,Neutral
mobile acha hy pr jitny price hy otni cheez nahe hy,Negative
bus beta bus kal tara naseeb acha tha ka saqlain haydrabad tha warna tari khair nhi thi kal,Positive
bemarion jesa k heza dust or ulti ka sabab bansakta hai for,Negative
khan sahb apko khushi k maray neend nhi aa rhi na,Positive
zaroor khatam huni chahya for karachi peace,Positive
lo g tu ne to 2 bjy tk ka kaha tha,Neutral
or mama kya kehti teri means baqion ka kya reaction tha,Neutral
wa alikum asslam mubarakan jeetny walo,Positive
khas tor par jab aap quomi ya beul aqwami satah ka target rakhte hon,Negative
iss mein agwa aur aqdameqatal kay ilzamat shamil thay,Negative
jb end hoty khushi hoti k ab sukoon rhy ga,Positive
bilkul band lagadoo,Negative
wo or toxic person pic bna rahay the lec ke doran or mam ne kaha ye kya harqat hy,Negative
zabardast iqrar bai,Positive
plz anmol khzana k alfaz kia hain,Neutral
lalach kpk or baluch awam ko b daikhna chy uny b faida ho ta k in ka ahsas i mehroomi khtm ho,Negative
palestine bhaiyon ke liye ek like,Positive
mqm r committee pakistan or london ka hangami ijlas mqm k intikhabi dafatir pr rangers k chahpo k khilaf ahtijaj ka faisal,Negative
phir 1 nai 10 person leti eri,Positive
kya haal hai,Neutral
thank u soooooooooo much 4 tagging me plz keep sharing apne jo sindhi biryani recpie btai the wo bnae n wo bht taste bani yammiiiiii smile animated thanks,Positive
me dekh lia,Neutral
applog kiya kar rahe ho yaar,Neutral
hn kr to raha forex deekho kitna ghande garta ho,Negative
allah apko hamisha tarqi ata farmaye,Positive
poppy beauty parlor jaa ker bhi wesi ki wesi hi rehti hai naa to koi makeup change hota hai aur naa hi hairstyle chalo bhunariya kaa huliya to kuchh theek hua uss gandi see saari aur bekaar phooldar blouse say to jaan chhooti wudood becharay ko pehaly to chup ka roza laga diya aur ab bilkul hi ghaib kerdiya very bad wudood aur uss ki baaton kay baghair ye serial kaafi boring hogya hai,Negative
bhai mafi sute lagata wo,Neutral
umdah kahani mauseeqi aur kirdar nigari ke bawajood film box office par na kamiyab ho gai,Negative
wo khty tm dono dost kesy bny,Neutral
gaz ka ghar na sirf altaf hussain ki rehayish gah balkay siasi sar garmiyoon ka markaz bhi hai,Negative
oh mein b soch raha tha k mein ne last week wali episode k promo dekhy thy ary py aur unhon ne mention ni kiya bcz wo har drama ki 2nd last aur last episode mention karty hain,Neutral
pta ni kia ho ra,Neutral
must be holyday ganja and party mulk dushman hain,Negative
kal ap bht gussy me thy but bht cute lg rhy thy,Positive
achy waly,Positive
but dekh tu ne apnay ap ko sambhala,Positive
moulk bachana newaz sarif kata sath do,Negative
chalk ye to phir mujza ho gya,Positive
group me voice ni suni,Neutral
is bharwe ko to me marta aaapne pata nh kese maaar khaali aapne,Negative
mjhy to kazim or hasi ati,Positive
wukla gawaho or ehlkaro k qatilo or sahulatkaro ko girftar kia jaiga,Negative
rania ka dimagh kharab hogya hai agar rania itni hi sachchi mohabbat kerti thi to phir kyun chor ker gaye thee sheheryar ko wo bhi jab wo bohot bemaar tha,Negative
indian movies ka mazaq uraya hai wesay zyada ter indian movies ki kahani isi tarah ki hoti hai,Positive
bhai man jaoun ga ap ko agar ap perfume dety bhe hein adress house number l 255 sector g bhittai colony korangi crossing karachi,Neutral
2008 kay intakhabat mein in ki jamat nay pervaiz mushrraf ki zere nigrani munaqad honey wale intekhabat mein hissa layne say asoli bunyado per inkar kardiya,Positive
mehmoodabad landhi north khi samet kai areas me sehri k time pr bijli band awam shadeed pareshan,Negative
aap achi ho log nhi,Positive
in chaar din,Neutral
trending topics in pakistan on pmln shop now fawad haye fakhar zaman jimins yesh the khyber pakhtunkhwa satan,Neutral
bus itna khna k phanci muntazir h ppp or pmln tum bhar mn nhi jaane dein ge stay worry about,Negative
jin mein se aik pashtun poet aur jungjo khushhaal khan khatak ke barey mein hai yeh film pakhtun tareekh aur saqafat ki akkasi karegi jab ke dosri film romantic comedy noiyat ki ho gi,Neutral
kasam se yaqeen kar,Neutral
fanila ko sab nazar ata hai,Positive
hw r u facebook wbsite boht bure wbsite ha jha talib ilm khrb hota ha to mare drkuwst ha k facebook ko block kiya ja a thnxxxxx,Negative
zilla aur tehsil councelon ki 242 nashiston par dubara polling hogi,Positive
ye chahy ap meri zid samjhen ya nalaiqi magar mujhy aony faisly per koi pashemani nahen hai,Negative
apko pppp pmln tehreek e insaf mqm sab political parties taraf happy birthday,Neutral
pti swat jalsa,Negative
tu smjhta ha na mjhy tbhi,Positive
aaj ki shab milnay walay watan pakistan ki salamati k lye duaao ki appeal,Positive
ko subah 8 bajay se 24 24 ghanto ke liye band rahenge ssgc,Negative
i phone walay waqai lot rahy han i am using i phone 5 but i am very imbarased with it batery time bilqul farig ha is ki price bhot ziada ha features k lihaz se,Positive
very nice lahore qalandars,Positive
bhi laptop mera koi le kr betha hy me kia kro,Negative
chaliye khush rahiye hamesha,Positive
zabar follow,Positive
koi masla ni bs kam alag alag hoga,Neutral
bhai tu kehe de rat ko free hota,Neutral
lets see,Neutral
allah pr chor de,Neutral
subah dupahr sham laaal he huty hai,Negative
yrrr brother ap ko wasy ku roast krna h your are a best ducky bhai,Positive
bilkul sahii kaha or or hamre city nankana sahib bar mpa bana zulkarnain doagr dafa azad khara sabi conslar sath city k lekn phir b jeet ska mun juthi pari awam vote srf nawazsharif deti or jaga neya khra hua pmln jita,Negative
kl sirf english ka lecture hy to shayed na aon,Neutral
kashmir banega pakistan,Negative
soon jld essa hoga oct,Neutral
hamming bird,Neutral
in dono ne aehad kiya ke wo aala taleem hasil karenge aur angrez ki mulazmat ke bajae us ke khilaf jahad karenge,Positive
shani agay batao jani,Neutral
pmln bas batyain krti or phir bad mai rooti ap dekh hoo g k k muh latke her they,Negative
yar rat ko hota bs free,Neutral
she pmln spokesperson sarkari hajj haq adda,Neutral
shahid khaqan abbasi chairman nab justice javed greybaan pkrny bari dhamki badla lu,Negative
myra khalid say thanks to them,Neutral
bhoot ache andaz may samjhane ki koshish aap nay ki hy great,Positive
23 december 1957 ko shaya hona shoro hoyi,Neutral
sharam or haya kero pmln b hath agy jarhy pmln srif pakistan awami tahreek k sath ye behave or ap pury pakistan k sath zulm krhy govt asy chla karty kam kam apny voters khyal rakh lety jesy political party krty h,Negative
yar kash wela hota,Positive
yar ye kitny phuddu mjy herangi hoti ha k pmln waly hmary mulk ma govt ma rahy kitni dayr modi kashmiri shawl dy k sarcastically modi pak fatf ma dlwaya th gen war strt ye log asi tweet rahy,Negative
apna ganda mu pmln trf rakho jamaat k bary m kehny zrort ni,Negative
azam khan 1954 aur 1955 ke british open ke final mein pahonche they magar dono mertaba apne bare bhai yani hashim khan ka shikar ben gaye thay,Negative
hmmak hi position mn rhy body to hota aisa,Neutral
then asal mza ana,Positive
malik sahb apko me kaha punjab mai pmln pti deal senate election mai pervaiz ilaahi ky zariay tb apnay boht rude baat kl result daikh ky yaqeen agya,Negative
ao diase py khry hon,Neutral
mian nawaz pmln zinda abad,Negative
pmln supporters now pakro ais waja sa huwa,Negative
beta abhi siast smjho zardari kon maaf karny benazir london mai jub pmln or ppp ik sath bethi donu ik dosry pa lgay sary elzam pa mafi mangi likn tum jesi gandi oulad abhi unhi baron pa bethy,Negative
begairt log jou en keh jalsou meh aaty hin,Negative
ik syasat pe baat kro aj kal cricket se ab retire ho gae ho shame on u,Negative
just so u know,Neutral
try pr to pri hui wsy bhi,Neutral
inko aadhi raat tk sabr ki zroorat nai biryani lunch mei khatay huway kaheingi ohh healthy food u kno good carbs i eat just clean adayeeiinn,Neutral
mauqir american jareede time magazine ne putin ki qaidana salahiyaton ka aiteraf karte hue inhe 2007 ka person of the year yani 2007 ki aeham tareen shakhsiyat qaraar diya hai,Neutral
qeyamepakistan ke bad aap karachi aa gae aur jackob lines school main dakhil ho gae,Neutral
is conference ki sadarat quaid e azam mohammed ali jinnah ne ki,Neutral
try krein kya,Neutral
achaa kya,Neutral
us auhdey par reh kar inho ne karachi ki taraqqi aur behtari ke liye kafi kaam kiye,Positive
mn to bhai ab free,Positive
hazrat shb k kal k juma ka topic kia hy,Neutral
itna gharoor mut karo gharoor ka sir neecha hota hai,Negative
ab again new opportunity dekhu ga,Positive
awara grdi krna,Positive
9 march 1951 mein aap ko rawalpindi sazish case mein muaawnat ke ilzaam mein hukoomat waqt ne giraftar kar liya,Negative
current market price pr sell keya,Neutral
mujh sy baytar kon janta hai,Negative
alhamdulilah kia kruu tmhary sath rh kr ye halat ho gae mere,Negative
msg sun or reply kr abhi,Neutral
meray case main srf song different tha,Neutral
guess mn se kuch nhn aya,Neutral
ak din tujhy bhe pocket me rakh k bhul jau ga,Negative
lanat musharf per,Negative
pmln bhaag ha kioonka seb sa pehla hekqa khawajha asif k khula apko pata ha phir,Negative
kiya baat ki hy mere pyare leader,Positive
aap ki achi video balnty haa love you shower,Positive
seriously anti ka shukriya ada krna main ny tery jesi namoni ko paida kiya,Positive
yrr mn apki trhan best bnny mn kitnaa time lu gi,Neutral
meny sell nahi kye thy,Neutral
yeah sab players paisay kay lalchi hein aor maal k leay kuch bhi kar saktay hein satta aor match fixing ka king aor intrdoucer in pakistan is ex test captain javed miandad hay he is most greedy person in the world maal k leay kuch bhi kar sakta hay,Positive
kyun ke humare masher mein mardon ki bala dasti qaim hai,Negative
hmari government he gandi ha jo asy logo ko seraam phansi ni deti is gawar k pas biwi ni ha ya iski beti or behn ni,Negative
aj purana ducky yad agya,Positive
2010 mein unhein cid ke sarbarah ki zimedariyan sonpi gayein,Positive
ya kaha hy,Neutral
1300 price ga dress plzz tell itna less ksisy ho sakta ha,Neutral
han ye bhi hy,Neutral
yei gand phelaya apki ladli ppp r pmln apny r paisey k bndy police r baki mehkomo me bhartia k,Negative
w azan kam ni hota,Positive
usy kh pages same rkh,Neutral
jesy tm khush ho,Positive
22 june 2004 ko iss jore mein talaq ho gayi,Negative
kon h hmary group main,Neutral
and jo capsules hoty wo hormones ko damage krty,Negative
thori thori dair mn,Neutral
ye media kya ker raha ha agar abhi bilor zardari kay baaray main kuch bol day tu pooray mulk ka media us kay peechay lag jaey ga kay suna hai aapnay ye bola hai etc etc magar ab jabkay us say question karna chahiay koi media ka banda us ko saamnay lakar baar baar us say nahin poochta tu bhaai pakistan aik ghulaam mulk hai ghulaam log hum par hukoomat kar rahay hain kisi bhi leader ki history utha lain pakistan main daily bomb blast ho rahay hain pata nahin ye log kiun nahin martay,Negative
begherti baat pmln wale wah g wah,Negative
they know ky hmri good understanding,Positive
bohat outclass mobile hai bhaiyo,Negative
lol same to your parents as well,Positive
model town per bola karo wasy usi maar per pmln,Negative
meenn too ni hn,Neutral
ya mn unsy,Neutral
disagree b kaho tb b koi fark nai prrta na mje na kisi aur ko ok,Positive
sala kota,Negative
many oct to oct buy kiya pura ek saal har bar yahi suna dip to buy dont miss opportunity last buying,Negative
bahi sl trail kr lia kry profit mai,Positive
wah mazay,Positive
wow mujhe tu boht maza araha hai likhne main thanks boht hiiiiiiiiiiiiiiiiiii achi post ki hai aap ne,Positive
aj kal tuma bari hasi arahi ha,Negative
apko ism dex wali feeling nh ayi,Neutral
ye kya teri bat to pic tk paunchi pari hy,Neutral
han bs ab free hua hun,Neutral
2015 se he nawaz shareef ki zalalat hona start hui thi,Negative
eha hi galh aw na,Negative
kisi k liye zindagi thi k0i zindagi k liye tha kisi ki andher0n me guzri k0i sirf r0shni k liye tha kisi nay kiye hukam sadir k0i sirf bandagi k liye tha kisi say m0habbat hai itni k0i sirf dushmani k liye tha kisi say huay l0g sairaab k0i sirf tishnagi k liye tha w0 phir dunya me tha masr00f k0i sirf usi k liye tha hua kya agar t0rh dala ye dil bhi t0 sirf usi ke liye tha,Negative
main gym nahi jati,Negative
jinhun ne abuse kiya mein un se kahon ga k wo dekhty hi mat bcz ye kaam aesa ha jahan limit koi ni ha aur koi kisi ko rok b ni sakta so chill hojao aur inhy galiyan nikal kar khud hi gunagaar ho rahy ho bcz allah kisi ko b kisi waja se maaf kar dy ga aur kisi ko kisi waja se saza dy dy ga,Negative
tu kre ga wesa jesa mein kahun ga,Neutral
ghalib ki shayari part dar part aur teh dar teh kholti chali jati hai,Positive
koi bt nh lala g hota hai kbhi kbhi aesa media tou bss tamasha hi bnata hr cheez ka lala app bus achi tarha khylo aur kashmiri ko khush karoo,Negative
means fata kidskabi humny unlogo k liye b chuti manayi hyya shamy jalai hyafsoos huta hy pakistan k is duhri myar pr,Negative
yar net wr gya,Negative
iqrar bhai apkoo dill sy salaaam yarr allah kareem apko behsab izzton brkton sy nwaazy ameen allah apko lambi zindgi dy ameen,Positive
bhai ye thek pti k hen chlo khati methi baten hen jahan pyar zeada jay thora sa jhagra zrori bhai gussa thoko or pmln waly chaten zra jaldi jaldi,Negative
good night have sweet dreams with egoistic,Positive
jii asa hi h blkl many p q4 m ai 2add kiye thy 34x kiye 1month m,Positive
abe dimagh allah ne sochna ke lye diya hy,Neutral
name shafqat mother name aasia khatoun age 32 job k lia aur achi life,Neutral
tum phirr dekha kia ha,Negative
ap us sy puch lijye ga khud,Neutral
han to,Neutral
mujhe chahye,Neutral
27 august 2006 ko ray shumari hoi jis ke natije mein tehrik e adam etemad nakam ho gayi,Negative
boht achay,Positive
wah wah wah bari baat hai,Positive
word loota in jese logon k leye hi bana ha,Negative
bibi pehly yae batain nawaz kaily petition kiyon dair high court pmln join kerli khaber hony di,Negative
awam fool ban gaii thi k ye bahut seedhay hain jalebi ki trha,Negative
actor tractor,Neutral
humy bolchi satyl dress ordar karna hya,Neutral
noora ke mood kharab ho gaya deka k bandar kes nay stage par laya side pay kada hay,Negative
pmln and ppp k time kitny itny fazool jhot itny confidence say kesy bolti,Negative
khush rahyie,Positive
ab person ko pata hy mera phir bhi mujhy ye message karne ke bad kehti mein hoti to nahi ap ko ye message karne wali lakin phir bhi,Neutral
